cityid,regionid,countryid,countryname,countrycode,Continent,StateProvinceName,cityname,latitude,longitude
6761972,2885,182,Romania,RO,Europe,Bucuresti,Comuna Dasc?lu Crea?a,44.60008,26.24201
6760353,2885,182,Romania,RO,Europe,Bucuresti,Comuna Dobra,44.79586,25.71297
6760340,2885,182,Romania,RO,Europe,Bucuresti,Comuna Dobre?ti,44.94992,25.11907
6760018,2885,182,Romania,RO,Europe,Bucuresti,Comuna Doice?ti,44.99144,25.40073
6759973,2885,182,Romania,RO,Europe,Bucuresti,Comuna Dor M?runt,44.44116,26.99417
6759681,2885,182,Romania,RO,Europe,Bucuresti,Comuna Doroban?u,44.22324,26.95219
6759637,2885,182,Romania,RO,Europe,Bucuresti,Comuna Dragalina,44.44479,27.37537
6759626,2885,182,Romania,RO,Europe,Bucuresti,Comuna Dr?g?ne?ti,44.82739,26.30273
6759414,2885,182,Romania,RO,Europe,Bucuresti,Comuna Dr?goe?ti,44.58767,26.52057
6759397,2885,182,Romania,RO,Europe,Bucuresti,Comuna Dragomire?ti,44.89354,25.36611
6759386,2885,182,Romania,RO,Europe,Bucuresti,Comuna Drago? Vod?,44.44836,27.15382
6759355,2885,182,Romania,RO,Europe,Bucuresti,Comuna Drajna de Sus,45.24352,26.07601
6759338,2885,182,Romania,RO,Europe,Bucuresti,Comuna Dridu,44.70391,26.45311
6758990,2885,182,Romania,RO,Europe,Bucuresti,Comuna Dumbrava,44.86266,26.21463
6750956,2885,182,Romania,RO,Europe,Bucuresti,Comuna Dumbrãve?ti,45.09234,25.99862
6756234,2885,182,Romania,RO,Europe,Bucuresti,Comuna Fântânele,45.02536,26.36398
6756908,2885,182,Romania,RO,Europe,Bucuresti,Comuna Filipe?tii de P?dure,44.99423,25.73606
6756906,2885,182,Romania,RO,Europe,Bucuresti,Comuna Filipe?tii de Târg,44.94799,25.79812
6756868,2885,182,Romania,RO,Europe,Bucuresti,Comuna Finta,44.7937,25.79926
6756159,2885,182,Romania,RO,Europe,Bucuresti,Comuna Flore?ti,45.02718,25.78536
6756150,2885,182,Romania,RO,Europe,Bucuresti,Comuna Florica,44.90802,26.76627
6755396,2885,182,Romania,RO,Europe,Bucuresti,Comuna Fr?sinet,44.30798,26.82463
6754902,2885,182,Romania,RO,Europe,Bucuresti,Comuna Fulga,44.88905,26.4441
6754511,2885,182,Romania,RO,Europe,Bucuresti,Comuna G?lbina?i,45.07439,26.94363
6753075,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gârbovi,44.78651,26.7696
6750950,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gheorghe Doja,44.61333,27.18388
6754017,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gher?seni,45.02443,26.80069
6753648,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gherghi?a,44.79902,26.27275
6752523,2885,182,Romania,RO,Europe,Bucuresti,Comuna Glodeanu-S?rat,44.87601,26.65897
6752521,2885,182,Romania,RO,Europe,Bucuresti,Comuna Glodeanu-Sili?tea,44.83956,26.76757
6752515,2885,182,Romania,RO,Europe,Bucuresti,Comuna Glodeni,45.0193,25.45913
6751865,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gorgota,44.78404,26.07726
6751857,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gornet,45.13642,26.08054
6751855,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gornet-Cricov,45.09016,26.26009
6751446,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gr?di?tea,44.66557,26.31448
6751447,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gr?di?tea,44.21945,27.1616
6751397,2885,182,Romania,RO,Europe,Bucuresti,Comuna Grindu,44.77212,26.90952
6751388,2885,182,Romania,RO,Europe,Bucuresti,Comuna Grivi?a,44.72969,27.32227
6750875,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gruiu,44.72648,26.22133
6750623,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gura Ocni?ei,44.93449,25.57419
6750601,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gura Vadului,45.05357,26.44168
6750590,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gura Vitioarei,45.14951,26.03308
6750583,2885,182,Romania,RO,Europe,Bucuresti,Comuna Gurb?ne?ti,44.3754,26.69277
6748912,2885,182,Romania,RO,Europe,Bucuresti,Comuna Hulube?ti,44.84204,25.26253
6776397,2885,182,Romania,RO,Europe,Bucuresti,Comuna I. L. Caragiale,44.92189,25.68409
6758286,2885,182,Romania,RO,Europe,Bucuresti,Comuna Iedera,45.03333,25.63333
6748077,2885,182,Romania,RO,Europe,Bucuresti,Comuna Ileana,44.52732,26.68993
6748034,2885,182,Romania,RO,Europe,Bucuresti,Comuna Independen?a,44.27922,27.16053
6747815,2885,182,Romania,RO,Europe,Bucuresti,Comuna Ion Roat?,44.66757,26.76803
6747812,2885,182,Romania,RO,Europe,Bucuresti,Comuna Iordãcheanu,45.04671,26.22605
6747294,2885,182,Romania,RO,Europe,Bucuresti,Comuna Izvoarele,45.27102,26.00931
6797435,2885,182,Romania,RO,Europe,Bucuresti,Comuna Jilavele,44.77522,26.52478
6797389,2885,182,Romania,RO,Europe,Bucuresti,Comuna Jugureni,45.10156,26.42231
6797069,2885,182,Romania,RO,Europe,Bucuresti,Comuna Lapo?,45.15075,26.42796
6797044,2885,182,Romania,RO,Europe,Bucuresti,Comuna Largu,44.97448,27.16261
6796975,2885,182,Romania,RO,Europe,Bucuresti,Comuna Lehliu,44.48828,26.82729
6796950,2885,182,Romania,RO,Europe,Bucuresti,Comuna Leordeni,44.79117,25.16299
6796855,2885,182,Romania,RO,Europe,Bucuresti,Comuna Lip?ne?ti,45.05799,26.02213
6796587,2885,182,Romania,RO,Europe,Bucuresti,Comuna Lucieni,44.84766,25.4199
6796585,2885,182,Romania,RO,Europe,Bucuresti,Comuna Luciu,44.9751,27.05781
6796580,2885,182,Romania,RO,Europe,Bucuresti,Comuna Lude?ti,44.90396,25.22557
6796562,2885,182,Romania,RO,Europe,Bucuresti,Comuna Luica,44.24126,26.60071
6796260,2885,182,Romania,RO,Europe,Bucuresti,Comuna Lup?anu,44.38075,26.94842
6796071,2885,182,Romania,RO,Europe,Bucuresti,Comuna M?gura,45.26962,26.55104
6796054,2885,182,Romania,RO,Europe,Bucuresti,Comuna M?gurele,45.09476,26.04955
6796047,2885,182,Romania,RO,Europe,Bucuresti,Comuna M?gureni,45.05203,25.76233
6795863,2885,182,Romania,RO,Europe,Bucuresti,Comuna Maia,44.73616,26.40151
6795793,2885,182,Romania,RO,Europe,Bucuresti,Comuna Manasia,44.70648,26.67346
6789443,2885,182,Romania,RO,Europe,Bucuresti,Comuna Mân?stirea,44.23953,26.8794
6795392,2885,182,Romania,RO,Europe,Bucuresti,Comuna M?ne?ti,44.95033,25.30034
6795393,2885,182,Romania,RO,Europe,Bucuresti,Comuna M?ne?ti,44.86043,25.83461
6795372,2885,182,Romania,RO,Europe,Bucuresti,Comuna M?r?cineni,45.18902,26.79393
6790341,2885,182,Romania,RO,Europe,Bucuresti,Comuna Merei,45.13102,26.66127
6789857,2885,182,Romania,RO,Europe,Bucuresti,Comuna Mih?ile?ti,44.92518,26.6733
6789470,2885,182,Romania,RO,Europe,Bucuresti,Comuna Milo?e?ti,44.7582,27.20338
6776545,2885,182,Romania,RO,Europe,Bucuresti,Comuna Moara Vlãsiei,44.63416,26.18935
6787384,2885,182,Romania,RO,Europe,Bucuresti,Comuna Moldoveni,44.71425,26.51879
6787310,2885,182,Romania,RO,Europe,Bucuresti,Comuna Mo?ãieni,45.10631,25.41045
6784491,2885,182,Romania,RO,Europe,Bucuresti,Comuna Movila Banului,44.97607,26.70299
6784475,2885,182,Romania,RO,Europe,Bucuresti,Comuna Movili?a,44.61784,26.48006
6784426,2885,182,Romania,RO,Europe,Bucuresti,Comuna Munteni Buz?u,44.63838,26.97288
6784021,2885,182,Romania,RO,Europe,Bucuresti,Comuna N?eni,45.09968,26.48944
6784014,2885,182,Romania,RO,Europe,Bucuresti,Comuna Nana,44.26771,26.59199
6782903,2885,182,Romania,RO,Europe,Bucuresti,Comuna Nicolae B?lcescu,44.44506,26.75839
6781386,2885,182,Romania,RO,Europe,Bucuresti,Comuna Nucet,44.80328,25.55434
6750954,2885,182,Romania,RO,Europe,Bucuresti,Comuna Nuci,44.7091,26.3177
6781365,2885,182,Romania,RO,Europe,Bucuresti,Comuna Oarja,44.7573,24.96935
6781112,2885,182,Romania,RO,Europe,Bucuresti,Comuna Ocni?a,44.99011,25.55591
6776569,2885,182,Romania,RO,Europe,Bucuresti,Comuna Olari,44.79262,26.20498
6779893,2885,182,Romania,RO,Europe,Bucuresti,Comuna P?cure?i,45.14696,26.13997
6779887,2885,182,Romania,RO,Europe,Bucuresti,Comuna Padina,44.87082,27.11566
6779343,2885,182,Romania,RO,Europe,Bucuresti,Comuna P?n?t?u,45.30516,26.39159
6778866,2885,182,Romania,RO,Europe,Bucuresti,Comuna P?ule?ti,45.00549,25.96991
6778631,2885,182,Romania,RO,Europe,Bucuresti,Comuna Perie?i,44.57191,27.26027
6776567,2885,182,Romania,RO,Europe,Bucuresti,Comuna Peri?,44.70859,26.01472
6778616,2885,182,Romania,RO,Europe,Bucuresti,Comuna Per?inari,44.80185,25.4988
6764556,2885,182,Romania,RO,Europe,Bucuresti,Comuna Petr?chioaia,44.57953,26.31114
6774929,2885,182,Romania,RO,Europe,Bucuresti,Comuna Pietroasele,45.10357,26.59143
6771411,2885,182,Romania,RO,Europe,Bucuresti,Comuna Plopu,45.02686,26.14227
6768084,2885,182,Romania,RO,Europe,Bucuresti,Comuna Podenii Noi,45.10423,26.19023
6766693,2885,182,Romania,RO,Europe,Bucuresti,Comuna Poiana Câmpina,45.12079,25.71905
6768017,2885,182,Romania,RO,Europe,Bucuresti,Comuna Poienarii Burchii,44.74995,25.99784
6764343,2885,182,Romania,RO,Europe,Bucuresti,Comuna Pose?ti,45.27519,26.14944
6764270,2885,182,Romania,RO,Europe,Bucuresti,Comuna Predeal-S?rari,45.18891,26.10613
6763525,2885,182,Romania,RO,Europe,Bucuresti,Comuna Priboieni,44.87728,25.0868
6763464,2885,182,Romania,RO,Europe,Bucuresti,Comuna Provi?a de Jos,45.1119,25.67791
6763462,2885,182,Romania,RO,Europe,Bucuresti,Comuna Provi?a de Sus,45.13604,25.63454
6763443,2885,182,Romania,RO,Europe,Bucuresti,Comuna Puchenii Mari,44.82386,26.07697
6760858,2885,182,Romania,RO,Europe,Bucuresti,Comuna Raciu,44.81644,25.4346
6756139,2885,182,Romania,RO,Europe,Bucuresti,Comuna R?dule?ti,44.77609,26.33987
6752893,2885,182,Romania,RO,Europe,Bucuresti,Comuna Râfov,44.85001,26.20573
6756062,2885,182,Romania,RO,Europe,Bucuresti,Comuna Rãzvad,44.93588,25.52914
6752910,2885,182,Romania,RO,Europe,Bucuresti,Comuna Reviga,44.69251,27.10866
6745951,2885,182,Romania,RO,Europe,Bucuresti,Comuna Ro?iori,44.61265,26.53496
6771095,2885,182,Romania,RO,Europe,Bucuresti,Comuna S?h?teni,45.02238,26.56344
6771056,2885,182,Romania,RO,Europe,Bucuresti,Comuna Salcia,45.18323,26.326
6771052,2885,182,Romania,RO,Europe,Bucuresti,Comuna S?lciile,44.81651,26.49246
6771044,2885,182,Romania,RO,Europe,Bucuresti,Comuna S?lcioara,44.53755,26.90312
6764245,2885,182,Romania,RO,Europe,Bucuresti,Comuna Sângeru,45.14325,26.35389
6769953,2885,182,Romania,RO,Europe,Bucuresti,Comuna S?r??eni,44.63422,26.92686
6769903,2885,182,Romania,RO,Europe,Bucuresti,Comuna S?rule?ti,44.41289,26.61657
6776548,2885,182,Romania,RO,Europe,Bucuresti,Comuna Scor?eni,45.08876,25.84712
6766394,2885,182,Romania,RO,Europe,Bucuresti,Comuna Scutelnici,44.83964,26.93747
6765520,2885,182,Romania,RO,Europe,Bucuresti,Comuna Sfântu Gheorghe,44.64735,26.84315
6763808,2885,182,Romania,RO,Europe,Bucuresti,Comuna Sinte?ti,44.5626,26.41162
6763735,2885,182,Romania,RO,Europe,Bucuresti,Comuna ?irna,44.80011,25.94156
6763598,2885,182,Romania,RO,Europe,Bucuresti,Comuna Slobozia,44.57437,27.38755
6763552,2885,182,Romania,RO,Europe,Bucuresti,Comuna Smeeni,44.98816,26.91261
6763536,2885,182,Romania,RO,Europe,Bucuresti,Comuna Snagov,44.68481,26.12384
6763231,2885,182,Romania,RO,Europe,Bucuresti,Comuna Sohatu,44.35549,26.52161
6763208,2885,182,Romania,RO,Europe,Bucuresti,Comuna ?oimari,45.1694,26.20968
6761901,2885,182,Romania,RO,Europe,Bucuresti,Comuna ?otânga,44.98544,25.38254
6761899,2885,182,Romania,RO,Europe,Bucuresti,Comuna ?otrile,45.21183,25.71909
6761886,2885,182,Romania,RO,Europe,Bucuresti,Comuna Span?ov,44.1311,26.78896
6761031,2885,182,Romania,RO,Europe,Bucuresti,Comuna Stâlpu,45.08519,26.70839
6761255,2885,182,Romania,RO,Europe,Bucuresti,Comuna ?tefan Vod?,44.33097,27.32505
6761252,2885,182,Romania,RO,Europe,Bucuresti,Comuna ?tefe?ti,45.24234,25.89879
6758771,2885,182,Romania,RO,Europe,Bucuresti,Comuna Surani,45.19425,26.17335
6758728,2885,182,Romania,RO,Europe,Bucuresti,Comuna Suseni,44.70861,24.96437
6776383,2885,182,Romania,RO,Europe,Bucuresti,Comuna Tãmãdãu Mare,44.45951,26.57622
6755926,2885,182,Romania,RO,Europe,Bucuresti,Comuna Târg?oru Vechi,44.87977,25.93082
6757616,2885,182,Romania,RO,Europe,Bucuresti,Comuna T?t?rani,45.00067,25.27998
6757599,2885,182,Romania,RO,Europe,Bucuresti,Comuna T?taru,45.10405,26.3198
6757090,2885,182,Romania,RO,Europe,Bucuresti,Comuna Tei?ani,45.22003,26.01022
6757056,2885,182,Romania,RO,Europe,Bucuresti,Comuna Telega,45.1427,25.81441
6755954,2885,182,Romania,RO,Europe,Bucuresti,Comuna Tinosu,44.81699,26.00982
6755947,2885,182,Romania,RO,Europe,Bucuresti,Comuna ?inte?ti,45.0728,26.85786
6776558,2885,182,Romania,RO,Europe,Bucuresti,Comuna Tisãu,45.19337,26.57321
6755171,2885,182,Romania,RO,Europe,Bucuresti,Comuna Tom?ani,44.94941,26.29586
6751267,2885,182,Romania,RO,Europe,Bucuresti,Comuna Ulmeni,44.14587,26.72793
6751254,2885,182,Romania,RO,Europe,Bucuresti,Comuna Ulmi,44.8903,25.44376
6751249,2885,182,Romania,RO,Europe,Bucuresti,Comuna Ulmu,44.28725,26.91814
6750745,2885,182,Romania,RO,Europe,Bucuresti,Comuna V?c?re?ti,44.84041,25.51989
6750362,2885,182,Romania,RO,Europe,Bucuresti,Comuna Vadu Pa?ii,45.15743,26.88249
6750354,2885,182,Romania,RO,Europe,Bucuresti,Comuna Vadu S?pat,45.04023,26.38868
6744105,2885,182,Romania,RO,Europe,Bucuresti,Comuna Vâlc?ne?ti,45.12377,25.94382
6750952,2885,182,Romania,RO,Europe,Bucuresti,Comuna Vâlcelele,44.37457,27.16661
6776384,2885,182,Romania,RO,Europe,Bucuresti,Comuna Valea Argovei,44.34829,26.7818
6749851,2885,182,Romania,RO,Europe,Bucuresti,Comuna Valea C?lug?reasc?,44.95527,26.16122
6748735,2885,182,Romania,RO,Europe,Bucuresti,Comuna Valea Lung?,45.06978,25.56993
6748718,2885,182,Romania,RO,Europe,Bucuresti,Comuna Valea M?cri?ului,44.73554,26.83515
6748343,2885,182,Romania,RO,Europe,Bucuresti,Comuna Valea Mare,44.79383,25.23292
6746288,2885,182,Romania,RO,Europe,Bucuresti,Comuna V?rbil?u,45.16492,25.95984
6743811,2885,182,Romania,RO,Europe,Bucuresti,Comuna Vârfuri,45.09555,25.50712
6744767,2885,182,Romania,RO,Europe,Bucuresti,Comuna Verne?ti,45.20804,26.6965
6743821,2885,182,Romania,RO,Europe,Bucuresti,Comuna Vipere?ti,45.24643,26.44527
6743763,2885,182,Romania,RO,Europe,Bucuresti,Comuna Vi?ine?ti,45.11256,25.56815
6742210,2885,182,Romania,RO,Europe,Bucuresti,Comuna Vlad ?epe?,44.34482,27.08505
6742243,2885,182,Romania,RO,Europe,Bucuresti,Comuna Vl?deni,44.8755,25.77318
6742174,2885,182,Romania,RO,Europe,Bucuresti,Comuna Voine?ti,45.06986,25.26072
6741864,2885,182,Romania,RO,Europe,Bucuresti,Comuna Vulcana B?i,45.0791,25.38219
6741861,2885,182,Romania,RO,Europe,Bucuresti,Comuna Vulcana-Pandele,45.02165,25.39888
6767665,2885,182,Romania,RO,Europe,Bucuresti,Condee?ti,44.62761,26.69147
6767661,2885,182,Romania,RO,Europe,Bucuresti,Conduratu,44.97236,26.43365
6808750,2885,182,Romania,RO,Europe,Bucuresti,Constantin Brâncoveanu,44.47842,27.41274
6764950,2885,182,Romania,RO,Europe,Bucuresti,Co?ofanca,44.38136,26.70237
6764949,2885,182,Romania,RO,Europe,Bucuresti,Co?ofene?ti,45.13262,25.99314
6767527,2885,182,Romania,RO,Europe,Bucuresti,Copuzu,44.6028,26.89953
6767508,2885,182,Romania,RO,Europe,Bucuresti,Corbu,44.85658,26.7079
6767478,2885,182,Romania,RO,Europe,Bucuresti,Corl?te?ti,44.91341,26.08726
6767025,2885,182,Romania,RO,Europe,Bucuresti,Corne?ti,44.78333,25.86667
6766982,2885,182,Romania,RO,Europe,Bucuresti,Cornu de Jos,44.83949,26.2702
6766980,2885,182,Romania,RO,Europe,Bucuresti,Cornu de Sus,44.84246,26.23961
6766038,2885,182,Romania,RO,Europe,Bucuresti,Co?ereni,44.68333,26.56667
6766023,2885,182,Romania,RO,Europe,Bucuresti,Coslegi,44.90424,26.15925
6766016,2885,182,Romania,RO,Europe,Bucuresti,Cosmina de Jos,45.15,25.88333
6766015,2885,182,Romania,RO,Europe,Bucuresti,Cosmina de Sus,45.16667,25.88333
6765994,2885,182,Romania,RO,Europe,Bucuresti,Costeni,45.29907,26.02055
6765990,2885,182,Romania,RO,Europe,Bucuresti,Coste?ti,45.05,26.76667
6765988,2885,182,Romania,RO,Europe,Bucuresti,Coste?ti,45.1451,25.39027
6764979,2885,182,Romania,RO,Europe,Bucuresti,Costi?ata,45.17211,25.55796
6764970,2885,182,Romania,RO,Europe,Bucuresti,Co?urile,44.9,26.76667
6764944,2885,182,Romania,RO,Europe,Bucuresti,Cotorca,44.77818,26.66268
6774453,2885,182,Romania,RO,Europe,Bucuresti,County Emergency Hospital Slobozia,44.56694,27.36111
6764603,2885,182,Romania,RO,Europe,Bucuresti,Cr?ciune?ti,45.16667,26.38333
6764608,2885,182,Romania,RO,Europe,Bucuresti,Cr?ciune?ti,44.81139,25.34403
6807580,2885,182,Romania,RO,Europe,Bucuresti,Crang,45.15597,26.81713
6764067,2885,182,Romania,RO,Europe,Bucuresti,Crângu,44.46667,26.48333
6764060,2885,182,Romania,RO,Europe,Bucuresti,Crângurile,44.99614,26.48797
6764057,2885,182,Romania,RO,Europe,Bucuresti,Crângurile de Sus,44.76667,25.23333
6764577,2885,182,Romania,RO,Europe,Bucuresti,Cr?sanii de Jos,44.60073,26.87809
6764576,2885,182,Romania,RO,Europe,Bucuresti,Cr?sanii de Sus,44.61667,26.81667
6764557,2885,182,Romania,RO,Europe,Bucuresti,Crea?a,44.5967,26.27284
6764555,2885,182,Romania,RO,Europe,Bucuresti,Cremenea,45.03333,26.8
6764081,2885,182,Romania,RO,Europe,Bucuresti,Cricov,44.76667,26.41667
6764080,2885,182,Romania,RO,Europe,Bucuresti,Cricovu Dulce,45.02193,25.6293
6764079,2885,182,Romania,RO,Europe,Bucuresti,Cricovul,45.15,26.33333
6764078,2885,182,Romania,RO,Europe,Bucuresti,Cricovul Dulce,44.75,25.95
6764055,2885,182,Romania,RO,Europe,Bucuresti,Crinte?ti,44.85352,25.09537
6764038,2885,182,Romania,RO,Europe,Bucuresti,Cristeasca,44.79288,25.90611
6763994,2885,182,Romania,RO,Europe,Bucuresti,Criv??ul,44.76667,25.88333
6781319,2885,182,Romania,RO,Europe,Bucuresti,Criv??u,44.76667,25.91667
6763165,2885,182,Romania,RO,Europe,Bucuresti,Crivina,44.78636,26.05604
6763155,2885,182,Romania,RO,Europe,Bucuresti,Crucea,44.38333,27.15
6763147,2885,182,Romania,RO,Europe,Bucuresti,Crucea Giurc?,44.38333,27.15
6763139,2885,182,Romania,RO,Europe,Bucuresti,Crun?i,44.66081,27.11118
6763107,2885,182,Romania,RO,Europe,Bucuresti,Cucule?ti,45.28333,26.36667
6763102,2885,182,Romania,RO,Europe,Bucuresti,Cucuteni,45.11585,25.40135
6763094,2885,182,Romania,RO,Europe,Bucuresti,Cufuritu,44.88333,26.65
6763088,2885,182,Romania,RO,Europe,Bucuresti,Cuib,45.13248,26.07705
6746292,2885,182,Romania,RO,Europe,Bucuresti,Culmea V?rbila,45.03333,26.18333
6762493,2885,182,Romania,RO,Europe,Bucuresti,Cune?ti,44.22232,27.17726
6762482,2885,182,Romania,RO,Europe,Bucuresti,Cur?te?ti,44.27777,26.8364
6762476,2885,182,Romania,RO,Europe,Bucuresti,Curcubeu,44.76261,26.14405
6762471,2885,182,Romania,RO,Europe,Bucuresti,Curm?tura,45.15073,26.12848
6762423,2885,182,Romania,RO,Europe,Bucuresti,Cuza Vod?,44.26667,27.26667
6760908,2885,182,Romania,RO,Europe,Bucuresti,Dâlga,44.44227,27.07304
6760907,2885,182,Romania,RO,Europe,Bucuresti,Dâlga Mic?,44.53333,27.1
6754474,2885,182,Romania,RO,Europe,Bucuresti,Dâlga-Gar?,44.43333,27.05
6807090,2885,182,Romania,RO,Europe,Bucuresti,Dambovita,44.9272,25.45868
6760896,2885,182,Romania,RO,Europe,Bucuresti,Dâmbovi?a,44.91667,25.5
6760894,2885,182,Romania,RO,Europe,Bucuresti,Dâmbroca,45.12328,26.95578
6760893,2885,182,Romania,RO,Europe,Bucuresti,Dâmbu,45.04533,25.88854
6762010,2885,182,Romania,RO,Europe,Bucuresti,D?ne?ti,45.01667,26.98333
6762012,2885,182,Romania,RO,Europe,Bucuresti,D?ne?ti,44.33575,26.83188
6761996,2885,182,Romania,RO,Europe,Bucuresti,Dara,45.10612,26.59628
6761987,2885,182,Romania,RO,Europe,Bucuresti,D?rm?ne?ti,44.91667,25.78333
6760391,2885,182,Romania,RO,Europe,Bucuresti,Dârvari,44.47447,26.53977
6761973,2885,182,Romania,RO,Europe,Bucuresti,Dasc?lu,44.6,26.23333
6761400,2885,182,Romania,RO,Europe,Bucuresti,Dealu Mare,45.16072,25.44871
6761371,2885,182,Romania,RO,Europe,Bucuresti,Dealu Viilor,44.81667,25.1
6753693,2885,182,Romania,RO,Europe,Bucuresti,Dealul Butoiului,44.86667,25.3
6752325,2885,182,Romania,RO,Europe,Bucuresti,Dealul C?line?ti,44.83333,25.05
6752533,2885,182,Romania,RO,Europe,Bucuresti,Dealul Glâmbocelul,44.83333,25.15
6751869,2885,182,Romania,RO,Europe,Bucuresti,Dealul Gorganul,44.86667,25.01667
6789461,2885,182,Romania,RO,Europe,Bucuresti,Dealul Milui?ii,45.21667,26.58333
6788044,2885,182,Romania,RO,Europe,Bucuresti,Dealul Mlaca Bele?ilor,44.9,25.05
6772725,2885,182,Romania,RO,Europe,Bucuresti,Dealul Pl?i?orului,45.3,26.41667
6768016,2885,182,Romania,RO,Europe,Bucuresti,Dealul Poenarilor,45.26667,26.31667
6768338,2885,182,Romania,RO,Europe,Bucuresti,Dealul Scheiul,44.95,25.18333
6759810,2885,182,Romania,RO,Europe,Bucuresti,Dealul Strâmbului,44.93333,25.16667
6761402,2885,182,Romania,RO,Europe,Bucuresti,Dealul Viei,45.11326,26.6551
6761368,2885,182,Romania,RO,Europe,Bucuresti,Decindeni,44.91234,25.32607
6760963,2885,182,Romania,RO,Europe,Bucuresti,Delicelu,44.96667,26.13333
6760923,2885,182,Romania,RO,Europe,Bucuresti,Diacone?ti,45.0929,25.4535
6760387,2885,182,Romania,RO,Europe,Bucuresti,Di?e?ti,44.9799,25.72655
6760882,2885,182,Romania,RO,Europe,Bucuresti,Dimoiu,44.9042,25.54845
6760359,2885,182,Romania,RO,Europe,Bucuresti,Dobra,44.78333,25.71667
6760346,2885,182,Romania,RO,Europe,Bucuresti,Dobre?ti,44.96667,25.13333
6760331,2885,182,Romania,RO,Europe,Bucuresti,Dobrile?ti,45.11655,26.61514
6760053,2885,182,Romania,RO,Europe,Bucuresti,Dobrota,45.10022,26.28325
6760032,2885,182,Romania,RO,Europe,Bucuresti,Doftana,45.15,25.8
6760029,2885,182,Romania,RO,Europe,Bucuresti,Doft?ne?ti,45.13333,25.83333
6760019,2885,182,Romania,RO,Europe,Bucuresti,Doice?ti,44.98333,25.4
6760015,2885,182,Romania,RO,Europe,Bucuresti,Dolani,45,25.38333
6759974,2885,182,Romania,RO,Europe,Bucuresti,Dor M?runt,44.45,26.91667
6759686,2885,182,Romania,RO,Europe,Bucuresti,Doroban?i,45.08333,26.53333
6759683,2885,182,Romania,RO,Europe,Bucuresti,Doroban?u,44.21667,26.95
6759668,2885,182,Romania,RO,Europe,Bucuresti,Dospine?ti,45.1012,25.56791
6807078,2885,182,Romania,RO,Europe,Bucuresti,Doubletree By Hilton Hotel Ploiesti,44.941,26.0276
6759643,2885,182,Romania,RO,Europe,Bucuresti,Dr?g?e?ti-P?mânteni,44.95,25.3
6759642,2885,182,Romania,RO,Europe,Bucuresti,Dr?g?e?ti Ungureni,44.94557,25.31048
6759641,2885,182,Romania,RO,Europe,Bucuresti,Dr?g?ici,45.08333,26.55
6759640,2885,182,Romania,RO,Europe,Bucuresti,Dragalina,44.43333,27.31667
6759634,2885,182,Romania,RO,Europe,Bucuresti,Dr?g?neasa,45.10467,25.68138
6759632,2885,182,Romania,RO,Europe,Bucuresti,Dr?g?ne?ti,44.81667,26.3
6759606,2885,182,Romania,RO,Europe,Bucuresti,Dr?ghice?ti,44.83333,25.01667
6759607,2885,182,Romania,RO,Europe,Bucuresti,Dr?ghice?ti,45.16688,25.91659
6759389,2885,182,Romania,RO,Europe,Bucuresti,Drago? Vod?,44.43333,27.15
6759422,2885,182,Romania,RO,Europe,Bucuresti,Dragod?ne?ti,45.05552,25.23631
6759412,2885,182,Romania,RO,Europe,Bucuresti,Dragoe?tii de Jos,44.56667,26.53333
6759411,2885,182,Romania,RO,Europe,Bucuresti,Dr?goe?tii de Sus,44.55,26.53333
6759408,2885,182,Romania,RO,Europe,Bucuresti,Dr?goe?ti-Snagov,44.56667,26.53333
6759407,2885,182,Romania,RO,Europe,Bucuresti,Dr?goe?ti-Ungureni,44.95,25.3
6759420,2885,182,Romania,RO,Europe,Bucuresti,Dr?goe?ti,44.56786,26.5395
6759402,2885,182,Romania,RO,Europe,Bucuresti,Dragomire?ti,44.91667,25.33333
6759357,2885,182,Romania,RO,Europe,Bucuresti,Drajna de Jos,45.21667,26.05
6759356,2885,182,Romania,RO,Europe,Bucuresti,Drajna de Sus,45.25709,26.07388
6759354,2885,182,Romania,RO,Europe,Bucuresti,Drajna Nou?,44.42262,27.38007
6759339,2885,182,Romania,RO,Europe,Bucuresti,Dridu,44.7,26.45
6775208,2885,182,Romania,RO,Europe,Bucuresti,Dridu Dam,44.7092,26.46864
6759063,2885,182,Romania,RO,Europe,Bucuresti,Dridu-Snagov,44.71261,26.45297
6759051,2885,182,Romania,RO,Europe,Bucuresti,Drogu,45.18333,25.65
6759031,2885,182,Romania,RO,Europe,Bucuresti,Dulbanu,44.90618,26.59736
6759019,2885,182,Romania,RO,Europe,Bucuresti,Dumbrava,44.89267,25.19584
6758355,2885,182,Romania,RO,Europe,Bucuresti,Dumbr?ve?ti,45.08333,26
